	index	sex	origin_cluster	degree_cluster	LSAT	UGPA	ZFYA	birth_date	major	Zcum	attempts	sander_index	region_first_FW	region_first_GL	region_first_MS	region_first_MW	region_first_Mt	region_first_NE	region_first_NG	region_first_NW	region_first_PO	region_first_SC	region_first_SE	region_first_nan	region_last_FW	region_last_GL	region_last_MS	region_last_MW	region_last_Mt	region_last_NE	region_last_NG	region_last_NW	region_last_PO	region_last_SC	region_last_SE	region_last_nan
87	114	2	3.0	3.0	28.0	2.9	-1.96	67.91666666666667	2.333299196067387	-2.19	1.0	0.6261904761904762	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
88	115	1	3.0	3.0	42.0	3.3	-1.13	69.58333333333333	1.0	-0.58	1.0	0.8392857142857143	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
89	116	1	3.0	3.0	43.0	3.5	0.74	69.5	1.0	0.37	1.0	0.8708333333333333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
90	117	2	3.0	3.0	43.0	3.1	0.29	69.66666666666667	2.0	-0.63	1.0	0.8327380952380952	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
91	118	2	3.0	3.0	35.0	3.2	-0.66	69.0	1.0	-0.72	1.0	0.7422619047619048	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
92	120	2	3.0	3.0	40.0	3.7	-0.43	69.41666666666667	3.0	-0.35	1.0	0.8523809523809525	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
93	121	1	3.0	3.0	42.0	2.5	-0.41	64.66666666666667	3.0	-0.46	1.0	0.7630952380952382	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
94	122	1	3.0	3.0	42.0	2.7	-0.02	69.5	1.0	-0.24	1.0	0.7821428571428573	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
95	123	1	3.0	3.0	40.0	3.7	0.21	69.08333333333333	2.0	0.2	1.0	0.8523809523809525	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
96	124	1	3.0	3.0	38.0	3.5	1.61	68.33333333333333	3.0	1.68	1.0	0.8083333333333333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
97	125	2	3.0	3.0	40.0	3.3	-0.96	69.58333333333333	1.0	-0.58	1.0	0.8142857142857143	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
98	126	1	3.0	3.0	39.0	3.5	0.98	69.25	2.0	0.84	1.0	0.8208333333333333	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
99	127	1	3.0	3.0	36.0	3.6	-0.58	69.75	3.0	-0.38	1.0	0.7928571428571428	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
100	128	1	3.0	3.0	38.0	3.6	-0.28	69.08333333333333	3.0	-0.63	1.0	0.8178571428571428	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
101	129	2	3.0	3.0	36.0	3.0	-1.19	69.0	2.0	-0.97	1.0	0.7357142857142858	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
102	130	2	3.0	3.0	39.0	3.2	-1.34	69.41666666666667	2.0	-0.77	1.0	0.7922619047619048	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
103	131	1	3.0	3.0	37.0	3.9	0.55	63.416666666666664	1.0	0.79	1.0	0.8339285714285715	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
104	132	2	3.0	3.0	31.5	2.7	0.58	69.16666666666667	1.0	-0.46	1.0	0.6508928571428572	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
105	133	1	3.0	3.0	41.0	4.0	2.44	69.66666666666667	3.0	2.2	1.0	0.8934523809523809	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
106	134	2	3.0	3.0	41.0	3.0	-1.45	63.166666666666664	4.0	-1.3	1.0	0.7982142857142858	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
107	135	1	3.0	3.0	36.0	3.3	1.04	68.58333333333333	3.0	1.12	1.0	0.7642857142857142	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
108	136	2	3.0	3.0	35.0	3.8	-1.11	69.08333333333333	1.0	-1.47	1.0	0.7994047619047618	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
109	137	1	3.0	3.0	39.0	3.7	-1.58	70.33333333333333	3.0	-0.88	1.0	0.8398809523809524	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
110	138	1	3.0	3.0	37.0	3.8	0.4	69.58333333333333	2.0	1.29	1.0	0.8244047619047619	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
111	140	2	3.0	3.0	37.0	3.1	-0.51	68.16666666666667	2.0	-1.05	1.0	0.7577380952380952	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
112	141	2	3.0	3.0	36.0	3.8	-0.66	69.08333333333333	2.0	-0.97	2.0	0.8119047619047619	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
113	142	2	3.0	3.0	40.0	3.3	-0.77	69.33333333333333	3.0	-0.1	1.0	0.8142857142857143	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
114	144	1	3.0	3.0	45.0	3.3	0.64	67.41666666666667	1.0	1.45	1.0	0.8767857142857143	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
115	145	2	3.0	3.0	35.0	2.6	0.02	70.08333333333333	2.0	-0.41	1.0	0.6851190476190476	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
116	146	1	3.0	3.0	37.0	3.6	-0.02	67.25	2.0	0.4	1.0	0.8053571428571429	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
117	147	2	3.0	3.0	40.0	3.8	0.64	69.25	2.0	1.06	1.0	0.861904761904762	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
118	148	2	3.0	3.0	39.0	3.4	0.4	69.33333333333333	2.0	0.51	1.0	0.8113095238095238	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
119	149	2	3.0	3.0	33.0	3.9	0.59	69.33333333333333	3.0	0.45	1.0	0.7839285714285714	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
120	150	2	3.0	3.0	40.0	3.6	0.55	68.91666666666667	1.0	0.4	1.0	0.8428571428571429	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
121	151	2	3.0	3.0	38.0	3.8	0.55	68.08333333333333	3.0	0.45	1.0	0.8369047619047618	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
122	152	1	3.0	3.0	41.0	3.3	0.64	69.83333333333333	1.0	0.76	1.0	0.8267857142857142	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
123	153	2	3.0	3.0	34.0	2.9	-0.25	66.41666666666667	1.0	-0.33	1.0	0.7011904761904761	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
124	154	2	3.0	3.0	40.0	3.1	1.08	69.58333333333333	3.0	0.26	1.0	0.7952380952380953	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
125	157	1	3.0	3.0	40.0	3.2	1.89	68.83333333333333	5.0	1.29	1.0	0.8047619047619048	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
126	158	2	3.0	3.0	32.5	3.4	-0.17	67.58333333333333	2.0	-0.66	1.0	0.7300595238095238	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
127	159	1	3.0	3.0	41.0	3.4	0.17	65.0	3.0	0.65	1.0	0.8363095238095237	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
128	160	1	3.0	3.0	37.0	3.5	-0.13	68.08333333333333	1.0	-0.13	1.0	0.7958333333333334	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
129	161	2	3.0	3.0	41.0	3.3	1.51	66.16666666666667	2.0	1.95	1.0	0.8267857142857142	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
130	162	1	3.0	3.0	39.0	3.6	-0.66	70.5	2.0	-0.27	1.0	0.8303571428571428	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
